,Year,Site,Treatment,Plot,Quadrat,Species,Obs,Canopy_cover,Count,PFT
775,2021,Ponderosa pine meadow,C,5,2,MUMO,1,0.1,2,PG4
776,2021,Ponderosa pine meadow,W,8,1,MUMO,1,0.25,3,PG4
777,2021,Ponderosa pine meadow,W,8,1,MUMO,2,0.1,1,PG4
778,2021,Ponderosa pine meadow,W,8,2,MUMO,1,2,1,PG4
779,2021,Ponderosa pine meadow,W,9,1,MUMO,1,1,3,PG4
780,2021,Ponderosa pine meadow,W,9,1,MUMO,2,0.25,3,PG4
781,2021,Ponderosa pine meadow,W,9,1,MUMO,3,0.1,6,PG4
782,2021,Ponderosa pine meadow,W,9,2,MUMO,1,1,3,PG4
783,2021,Ponderosa pine meadow,W,9,2,MUMO,2,0.5,5,PG4
784,2021,Ponderosa pine meadow,W,9,2,MUMO,3,0.25,3,PG4
785,2021,Ponderosa pine meadow,W,9,2,MUMO,4,0.1,2,PG4
786,2021,Ponderosa pine meadow,C,11,2,MUMO,1,0.5,3,PG4
787,2021,Ponderosa pine meadow,C,11,2,MUMO,2,0.25,2,PG4
788,2021,Ponderosa pine meadow,W,12,1,MUMO,1,0.25,1,PG4
789,2021,Ponderosa pine meadow,W,12,1,MUMO,2,0.1,3,PG4
790,2021,Ponderosa pine meadow,W,12,1,MUMO,3,0.5,1,PG4
791,2021,Ponderosa pine meadow,W,12,2,MUMO,1,1,3,PG4
792,2021,Ponderosa pine meadow,W,12,2,MUMO,2,0.5,3,PG4
793,2021,Ponderosa pine meadow,W,12,2,MUMO,3,0.25,3,PG4
794,2021,Ponderosa pine meadow,W,12,2,MUMO,4,0.1,4,PG4
795,2021,Ponderosa pine meadow,C,2,1,MURI,1,2,2,PG4
796,2021,Ponderosa pine meadow,C,2,1,MURI,2,1,3,PG4
797,2021,Ponderosa pine meadow,C,2,1,MURI,3,0.25,4,PG4
798,2021,Ponderosa pine meadow,C,2,1,MURI,4,0.1,3,PG4
799,2021,Ponderosa pine meadow,C,2,2,MURI,1,0.5,1,PG4
800,2021,Ponderosa pine meadow,C,2,2,MURI,2,0.1,2,PG4
801,2021,Ponderosa pine meadow,W,3,1,MURI,1,3,1,PG4
802,2021,Ponderosa pine meadow,W,3,1,MURI,2,0.5,1,PG4
803,2021,Ponderosa pine meadow,C,5,2,MURI,1,7,1,PG4
804,2021,Ponderosa pine meadow,C,5,2,MURI,2,3,1,PG4
805,2021,Ponderosa pine meadow,C,5,2,MURI,3,2,1,PG4
806,2021,Ponderosa pine meadow,C,5,2,MURI,4,1,2,PG4
807,2021,Ponderosa pine meadow,C,5,2,MURI,5,0.5,3,PG4
808,2021,Ponderosa pine meadow,C,6,1,MURI,1,0.25,2,PG4
809,2021,Ponderosa pine meadow,C,6,1,MURI,2,0.1,2,PG4
810,2021,Ponderosa pine meadow,D,7,1,MURI,1,1,1,PG4
811,2021,Ponderosa pine meadow,D,7,1,MURI,2,0.5,1,PG4
812,2021,Ponderosa pine meadow,D,7,2,MURI,1,1,1,PG4
813,2021,Ponderosa pine meadow,W,8,1,MURI,1,2,2,PG4
814,2021,Ponderosa pine meadow,W,8,1,MURI,2,1,1,PG4
815,2021,Ponderosa pine meadow,W,8,1,MURI,3,0.5,6,PG4
816,2021,Ponderosa pine meadow,W,8,1,MURI,4,3,1,PG4
817,2021,Ponderosa pine meadow,W,8,1,MURI,5,0.1,4,PG4
818,2021,Ponderosa pine meadow,W,8,1,MURI,6,0.5,1,PG4
819,2021,Ponderosa pine meadow,W,8,2,MURI,1,0.5,2,PG4
820,2021,Ponderosa pine meadow,W,8,2,MURI,2,0.25,2,PG4
821,2021,Ponderosa pine meadow,W,8,2,MURI,3,1,1,PG4
822,2021,Ponderosa pine meadow,C,11,2,MURI,1,3,2,PG4
823,2021,Ponderosa pine meadow,C,11,2,MURI,2,2,2,PG4
824,2021,Ponderosa pine meadow,C,11,2,MURI,3,1,3,PG4
825,2021,Ponderosa pine meadow,C,11,2,MURI,4,0.5,4,PG4
826,2021,Ponderosa pine meadow,W,12,1,MURI,1,4,1,PG4
827,2021,Ponderosa pine meadow,W,12,1,MURI,2,0.5,1,PG4
828,2021,Ponderosa pine meadow,W,9,1,PEVI,1,1,2,PF
829,2021,Ponderosa pine meadow,W,9,1,PEVI,2,0.25,1,PF
830,2021,Ponderosa pine meadow,W,9,2,PEVI,1,2,1,PF
831,2021,Ponderosa pine meadow,D,1,1,PLRI,1,0.25,1,PG4
832,2021,Ponderosa pine meadow,C,2,2,PODO,1,0.1,1,A
833,2021,Ponderosa pine meadow,W,3,1,PODO,1,2,1,A
834,2021,Ponderosa pine meadow,W,3,1,PODO,2,1,2,A
835,2021,Ponderosa pine meadow,W,3,1,PODO,3,0.5,2,A
836,2021,Ponderosa pine meadow,W,3,1,PODO,4,0.05,2,A
837,2021,Ponderosa pine meadow,W,3,2,PODO,1,0.25,2,A
838,2021,Ponderosa pine meadow,C,5,2,PODO,1,0.25,1,A
839,2021,Ponderosa pine meadow,W,8,2,PODO,1,0.25,1,A
840,2021,Ponderosa pine meadow,W,9,1,PODO,1,0.5,1,A
841,2021,Ponderosa pine meadow,W,9,1,PODO,2,0.25,2,A
842,2021,Ponderosa pine meadow,W,9,2,PODO,1,0.25,2,A
843,2021,Ponderosa pine meadow,D,10,1,PODO,1,0.5,1,A
844,2021,Ponderosa pine meadow,C,11,2,PODO,1,0.05,3,A
845,2021,Ponderosa pine meadow,W,12,1,PODO,1,0.05,1,A
846,2021,Ponderosa pine meadow,D,1,1,POHI,1,8,1,PF
847,2021,Ponderosa pine meadow,D,1,1,POHI,2,5,1,PF
848,2021,Ponderosa pine meadow,D,1,2,POHI,1,5,1,PF
849,2021,Ponderosa pine meadow,D,1,2,POHI,2,6,1,PF
850,2021,Ponderosa pine meadow,D,1,2,POHI,3,2,1,PF
851,2021,Ponderosa pine meadow,D,1,2,POHI,4,3,1,PF
852,2021,Ponderosa pine meadow,C,2,1,POHI,1,5,1,PF
853,2021,Ponderosa pine meadow,C,2,1,POHI,2,2,1,PF
854,2021,Ponderosa pine meadow,C,2,1,POHI,3,4,1,PF
855,2021,Ponderosa pine meadow,C,2,1,POHI,4,1,2,PF
856,2021,Ponderosa pine meadow,C,2,2,POHI,1,4,2,PF
857,2021,Ponderosa pine meadow,C,2,2,POHI,2,5,1,PF
858,2021,Ponderosa pine meadow,C,2,2,POHI,3,2,3,PF
859,2021,Ponderosa pine meadow,C,2,2,POHI,4,1,2,PF
860,2021,Ponderosa pine meadow,W,3,1,POHI,1,2,2,PF
861,2021,Ponderosa pine meadow,W,3,1,POHI,2,4,3,PF
862,2021,Ponderosa pine meadow,W,3,1,POHI,3,1,4,PF
863,2021,Ponderosa pine meadow,W,3,1,POHI,4,0.5,3,PF
864,2021,Ponderosa pine meadow,W,3,2,POHI,1,4,4,PF
865,2021,Ponderosa pine meadow,W,3,2,POHI,2,3,2,PF
866,2021,Ponderosa pine meadow,W,3,2,POHI,3,2,7,PF
867,2021,Ponderosa pine meadow,W,3,2,POHI,4,1,1,PF
868,2021,Ponderosa pine meadow,D,4,1,POHI,1,4,1,PF
869,2021,Ponderosa pine meadow,D,4,1,POHI,2,2,3,PF
870,2021,Ponderosa pine meadow,D,4,1,POHI,3,1,2,PF
871,2021,Ponderosa pine meadow,D,4,1,POHI,4,0.5,2,PF
872,2021,Ponderosa pine meadow,D,4,2,POHI,1,4,2,PF
873,2021,Ponderosa pine meadow,D,4,2,POHI,2,3,3,PF
874,2021,Ponderosa pine meadow,D,4,2,POHI,3,2,3,PF
875,2021,Ponderosa pine meadow,D,4,2,POHI,4,1,3,PF
876,2021,Ponderosa pine meadow,C,5,1,POHI,1,4,4,PF
877,2021,Ponderosa pine meadow,C,5,1,POHI,2,2,3,PF
878,2021,Ponderosa pine meadow,C,5,1,POHI,3,1,4,PF
879,2021,Ponderosa pine meadow,C,5,1,POHI,4,0.5,2,PF
880,2021,Ponderosa pine meadow,C,5,1,POHI,5,0.25,1,PF
881,2021,Ponderosa pine meadow,C,5,1,POHI,6,0.1,2,PF
882,2021,Ponderosa pine meadow,C,5,2,POHI,1,4,4,PF
883,2021,Ponderosa pine meadow,C,5,2,POHI,2,2,5,PF
884,2021,Ponderosa pine meadow,C,5,2,POHI,3,1,3,PF
885,2021,Ponderosa pine meadow,C,5,2,POHI,4,0.5,2,PF
886,2021,Ponderosa pine meadow,C,6,1,POHI,1,4,2,PF
887,2021,Ponderosa pine meadow,C,6,1,POHI,2,2,4,PF
888,2021,Ponderosa pine meadow,C,6,1,POHI,3,1,2,PF
889,2021,Ponderosa pine meadow,C,6,2,POHI,1,4,3,PF
890,2021,Ponderosa pine meadow,C,6,2,POHI,2,2,1,PF
891,2021,Ponderosa pine meadow,C,6,2,POHI,3,1,1,PF
892,2021,Ponderosa pine meadow,D,7,1,POHI,1,1,1,PF
893,2021,Ponderosa pine meadow,D,7,2,POHI,1,4,1,PF
894,2021,Ponderosa pine meadow,D,7,2,POHI,2,2,3,PF
895,2021,Ponderosa pine meadow,D,7,2,POHI,3,1,2,PF
896,2021,Ponderosa pine meadow,W,8,1,POHI,1,2,1,PF
897,2021,Ponderosa pine meadow,W,8,2,POHI,1,6,2,PF
898,2021,Ponderosa pine meadow,W,8,2,POHI,2,4,2,PF
899,2021,Ponderosa pine meadow,W,8,2,POHI,3,2,2,PF
900,2021,Ponderosa pine meadow,W,8,2,POHI,4,1,2,PF
901,2021,Ponderosa pine meadow,W,9,1,POHI,1,0.5,4,PF
902,2021,Ponderosa pine meadow,W,9,1,POHI,2,1,1,PF
903,2021,Ponderosa pine meadow,W,9,1,POHI,3,0.25,2,PF
904,2021,Ponderosa pine meadow,W,9,2,POHI,1,2,2,PF
905,2021,Ponderosa pine meadow,W,9,2,POHI,2,4,4,PF
906,2021,Ponderosa pine meadow,W,9,2,POHI,3,1,2,PF
907,2021,Ponderosa pine meadow,W,9,2,POHI,4,0.5,2,PF
908,2021,Ponderosa pine meadow,W,9,2,POHI,5,0.25,1,PF
909,2021,Ponderosa pine meadow,D,10,1,POHI,1,7,1,PF
910,2021,Ponderosa pine meadow,D,10,1,POHI,2,2,1,PF
911,2021,Ponderosa pine meadow,D,10,1,POHI,3,1,1,PF
912,2021,Ponderosa pine meadow,D,10,1,POHI,4,0.5,1,PF
913,2021,Ponderosa pine meadow,D,10,2,POHI,1,5,1,PF
914,2021,Ponderosa pine meadow,D,10,2,POHI,2,4,1,PF
915,2021,Ponderosa pine meadow,D,10,2,POHI,3,3,1,PF
916,2021,Ponderosa pine meadow,C,11,1,POHI,1,4,4,PF
917,2021,Ponderosa pine meadow,C,11,1,POHI,2,2,3,PF
918,2021,Ponderosa pine meadow,C,11,1,POHI,3,1,3,PF
919,2021,Ponderosa pine meadow,C,11,2,POHI,1,3,1,PF
920,2021,Ponderosa pine meadow,C,11,2,POHI,2,2,1,PF
921,2021,Ponderosa pine meadow,C,11,2,POHI,3,4,1,PF
922,2021,Ponderosa pine meadow,W,12,1,POHI,1,4,3,PF
923,2021,Ponderosa pine meadow,W,12,1,POHI,2,3,2,PF
924,2021,Ponderosa pine meadow,W,12,1,POHI,3,2,3,PF
925,2021,Ponderosa pine meadow,W,12,1,POHI,4,1,2,PF
926,2021,Ponderosa pine meadow,W,12,1,POHI,5,0.5,2,PF
927,2021,Ponderosa pine meadow,W,12,2,POHI,1,4,3,PF
928,2021,Ponderosa pine meadow,W,12,2,POHI,2,2,4,PF
929,2021,Ponderosa pine meadow,W,12,2,POHI,3,1,3,PF
930,2021,Ponderosa pine meadow,D,4,2,POOL,1,0.05,1,A
931,2021,Ponderosa pine meadow,D,1,1,PSMO,1,3,1,PF
932,2021,Ponderosa pine meadow,C,2,2,PSMO,1,0.25,2,PF
933,2021,Ponderosa pine meadow,C,2,2,PSMO,1,1,1,PF
934,2021,Ponderosa pine meadow,C,5,1,PSMO,1,0.5,1,PF
935,2021,Ponderosa pine meadow,D,7,2,PSMO,1,0.25,1,PF
936,2021,Ponderosa pine meadow,W,8,2,PSMO,1,1,1,PF
937,2021,Ponderosa pine meadow,C,11,1,PSMO,1,0.5,1,PF
938,2021,Ponderosa pine meadow,D,1,1,TRDU,1,9,1,A
939,2021,Ponderosa pine meadow,W,3,2,TRDU,1,3,1,A
940,2021,Ponderosa pine meadow,D,4,1,TRDU,1,4,1,A
941,2021,Ponderosa pine meadow,D,10,1,TRDU,1,9,1,A
942,2021,Ponderosa pine meadow,D,10,1,TRDU,2,1,1,A
943,2021,Ponderosa pine meadow,D,10,2,TRDU,1,1,1,A
944,2021,Ponderosa pine meadow,C,11,1,TRDU,1,0.5,1,A
945,2021,Ponderosa pine meadow,C,11,2,TRDU,1,2,1,A
946,2021,Ponderosa pine meadow,C,11,2,TRDU,2,1,1,A
947,2021,Ponderosa pine meadow,W,12,2,UKFO,1,1,1,A
948,2021,Ponderosa pine meadow,W,9,2,UKFO,1,0.25,1,A
949,2021,Ponderosa pine meadow,D,10,1,UKFO,1,0.01,6,A
950,2021,Ponderosa pine meadow,D,10,2,UKFO,1,0.01,6,A
951,2021,Ponderosa pine meadow,D,1,1,UKGR,1,0.01,2,PG3
952,2021,Juniper savanna,C,3,1,ARPU,1,0.5,2,PG4
953,2021,Juniper savanna,D,12,1,ATCA,1,1,1,S
954,2021,Juniper savanna,W,1,1,BOGR,1,2,1,PG4
955,2021,Juniper savanna,W,1,1,BOGR,2,1.5,2,PG4
956,2021,Juniper savanna,W,1,1,BOGR,3,1,4,PG4
957,2021,Juniper savanna,W,1,1,BOGR,4,0.5,9,PG4
958,2021,Juniper savanna,W,1,1,BOGR,5,0.25,6,PG4
959,2021,Juniper savanna,W,1,1,BOGR,6,0.1,5,PG4
960,2021,Juniper savanna,W,1,2,BOGR,1,2,1,PG4
961,2021,Juniper savanna,W,1,2,BOGR,2,1,4,PG4
962,2021,Juniper savanna,W,1,2,BOGR,3,0.5,8,PG4
963,2021,Juniper savanna,W,1,2,BOGR,4,0.25,7,PG4
964,2021,Juniper savanna,W,1,2,BOGR,5,0.1,4,PG4
965,2021,Juniper savanna,C,2,1,BOGR,1,2,4,PG4
966,2021,Juniper savanna,C,2,1,BOGR,2,1,5,PG4
967,2021,Juniper savanna,C,2,1,BOGR,3,0.5,8,PG4
968,2021,Juniper savanna,C,2,1,BOGR,4,0.25,8,PG4
969,2021,Juniper savanna,C,2,1,BOGR,5,0.1,6,PG4
970,2021,Juniper savanna,C,2,2,BOGR,1,2,2,PG4
971,2021,Juniper savanna,C,2,2,BOGR,2,1,6,PG4
972,2021,Juniper savanna,C,2,2,BOGR,3,0.5,5,PG4
973,2021,Juniper savanna,C,2,2,BOGR,4,0.25,7,PG4
974,2021,Juniper savanna,C,2,2,BOGR,5,0.1,3,PG4
975,2021,Juniper savanna,C,3,1,BOGR,1,2,1,PG4
976,2021,Juniper savanna,C,3,1,BOGR,2,1,2,PG4
977,2021,Juniper savanna,C,3,1,BOGR,3,0.5,7,PG4
978,2021,Juniper savanna,C,3,1,BOGR,4,0.25,4,PG4
979,2021,Juniper savanna,C,3,1,BOGR,5,0.1,2,PG4
980,2021,Juniper savanna,C,3,2,BOGR,2,0.5,4,PG4
981,2021,Juniper savanna,C,3,2,BOGR,3,0.25,5,PG4
982,2021,Juniper savanna,C,3,2,BOGR,4,0.1,2,PG4
983,2021,Juniper savanna,C,5,1,BOGR,1,0.5,3,PG4
984,2021,Juniper savanna,C,5,1,BOGR,2,0.25,4,PG4
985,2021,Juniper savanna,C,5,1,BOGR,3,0.1,5,PG4
986,2021,Juniper savanna,C,5,2,BOGR,1,1,9,PG4
987,2021,Juniper savanna,C,5,2,BOGR,2,0.5,6,PG4
988,2021,Juniper savanna,C,5,2,BOGR,3,0.1,5,PG4
989,2021,Juniper savanna,W,6,1,BOGR,1,2,2,PG4
990,2021,Juniper savanna,W,6,1,BOGR,2,1,5,PG4
991,2021,Juniper savanna,W,6,1,BOGR,3,0.5,17,PG4
992,2021,Juniper savanna,W,6,1,BOGR,4,0.25,13,PG4
993,2021,Juniper savanna,W,6,1,BOGR,5,0.1,10,PG4
994,2021,Juniper savanna,W,6,2,BOGR,1,3,1,PG4
995,2021,Juniper savanna,W,6,2,BOGR,2,2,2,PG4
996,2021,Juniper savanna,W,6,2,BOGR,3,1,5,PG4
997,2021,Juniper savanna,W,6,2,BOGR,4,0.5,6,PG4
998,2021,Juniper savanna,W,6,2,BOGR,5,0.25,2,PG4
999,2021,Juniper savanna,W,6,2,BOGR,6,0.1,3,PG4
1000,2021,Juniper savanna,C,7,1,BOGR,1,0.5,4,PG4
1001,2021,Juniper savanna,C,7,1,BOGR,2,0.25,10,PG4
1002,2021,Juniper savanna,C,7,1,BOGR,3,0.1,11,PG4
1003,2021,Juniper savanna,C,7,1,BOGR,4,0.05,3,PG4
1004,2021,Juniper savanna,C,7,2,BOGR,1,2,1,PG4
1005,2021,Juniper savanna,C,7,2,BOGR,2,1,6,PG4
1006,2021,Juniper savanna,C,7,2,BOGR,3,0.5,8,PG4
1007,2021,Juniper savanna,C,7,2,BOGR,4,0.25,3,PG4
1008,2021,Juniper savanna,C,7,2,BOGR,5,0.1,3,PG4
1009,2021,Juniper savanna,D,8,1,BOGR,1,0.05,2,PG4
1010,2021,Juniper savanna,D,8,2,BOGR,1,0.5,2,PG4
1011,2021,Juniper savanna,D,8,2,BOGR,2,0.25,4,PG4
1012,2021,Juniper savanna,D,8,2,BOGR,3,0.1,3,PG4
1013,2021,Juniper savanna,W,9,1,BOGR,1,2,1,PG4
1014,2021,Juniper savanna,W,9,1,BOGR,2,1,5,PG4
1015,2021,Juniper savanna,W,9,1,BOGR,3,0.5,20,PG4
1016,2021,Juniper savanna,W,9,1,BOGR,4,0.25,9,PG4
1017,2021,Juniper savanna,W,9,1,BOGR,5,0.1,8,PG4
1018,2021,Juniper savanna,W,9,2,BOGR,1,2,4,PG4
1019,2021,Juniper savanna,W,9,2,BOGR,2,1,10,PG4
1020,2021,Juniper savanna,W,9,2,BOGR,3,0.5,13,PG4
1021,2021,Juniper savanna,W,9,2,BOGR,4,0.25,4,PG4
1022,2021,Juniper savanna,W,9,2,BOGR,5,0.1,6,PG4
1023,2021,Juniper savanna,W,11,1,BOGR,1,3,1,PG4
1024,2021,Juniper savanna,W,11,1,BOGR,2,2,1,PG4
1025,2021,Juniper savanna,W,11,1,BOGR,3,1,4,PG4
1026,2021,Juniper savanna,W,11,1,BOGR,4,0.5,5,PG4
1027,2021,Juniper savanna,W,11,2,BOGR,1,3,1,PG4
1028,2021,Juniper savanna,W,11,2,BOGR,2,2,2,PG4
1029,2021,Juniper savanna,W,11,2,BOGR,3,1,4,PG4
1030,2021,Juniper savanna,W,11,2,BOGR,4,0.5,4,PG4
1031,2021,Juniper savanna,W,11,2,BOGR,5,0.25,7,PG4
1032,2021,Juniper savanna,W,11,2,BOGR,6,0.1,4,PG4
1033,2021,Juniper savanna,D,12,2,BOGR,1,0.1,1,PG4
1034,2021,Juniper savanna,C,3,2,BOGR ,1,1,4,PG4
1035,2021,Juniper savanna,W,11,1,CHDE,1,8,1,S
1036,2021,Juniper savanna,W,1,1,CHEN,1,1,1,A
1037,2021,Juniper savanna,W,1,1,CHEN,2,0.25,2,A
1038,2021,Juniper savanna,W,1,1,CHEN,3,0.5,2,A
1039,2021,Juniper savanna,W,1,1,CHEN,4,0.1,2,A
1040,2021,Juniper savanna,W,1,2,CHEN,1,2,1,A
1041,2021,Juniper savanna,W,1,2,CHEN,2,1.5,1,A
1042,2021,Juniper savanna,W,1,2,CHEN,3,0.5,1,A
1043,2021,Juniper savanna,W,1,2,CHEN,4,1,1,A
1044,2021,Juniper savanna,C,2,1,CHEN,1,1,1,A
1045,2021,Juniper savanna,C,2,1,CHEN,2,0.25,1,A
1046,2021,Juniper savanna,C,2,2,CHEN,1,1,1,A
1047,2021,Juniper savanna,C,2,2,CHEN,2,1.5,1,A
1048,2021,Juniper savanna,C,2,2,CHEN,3,0.5,2,A
1049,2021,Juniper savanna,C,2,2,CHEN,4,0.25,1,A
1050,2021,Juniper savanna,D,4,1,CHEN,1,0.5,2,A
1051,2021,Juniper savanna,D,4,1,CHEN,4,0.1,1,A
1052,2021,Juniper savanna,C,5,1,CHEN,1,6,1,A
1053,2021,Juniper savanna,C,5,2,CHEN,1,0.5,1,A
1054,2021,Juniper savanna,C,5,2,CHEN,2,0.25,2,A
1055,2021,Juniper savanna,W,6,1,CHEN,1,2.5,1,A
1056,2021,Juniper savanna,W,6,2,CHEN,1,4,1,A
1057,2021,Juniper savanna,C,7,1,CHEN,1,0.25,1,A
1058,2021,Juniper savanna,D,8,1,CHEN,1,1.5,1,A
1059,2021,Juniper savanna,D,8,1,CHEN,2,0.1,1,A
1060,2021,Juniper savanna,D,8,2,CHEN,1,2,1,A
1061,2021,Juniper savanna,D,8,2,CHEN,2,1,1,A
1062,2021,Juniper savanna,D,8,2,CHEN,3,0.05,1,A
1063,2021,Juniper savanna,W,9,1,CHEN,1,2,1,A
1064,2021,Juniper savanna,D,10,1,CHEN,1,0.5,1,A
1065,2021,Juniper savanna,D,10,1,CHEN,2,1,1,A
1066,2021,Juniper savanna,W,11,1,CHEN,1,5,1,A
1067,2021,Juniper savanna,W,11,1,CHEN,2,0.5,1,A
1068,2021,Juniper savanna,C,2,1,CHER,1,0.25,2,PF
1069,2021,Juniper savanna,C,3,1,CHER,1,0.25,1,PF
1070,2021,Juniper savanna,C,3,2,CHER,1,0.5,1,PF
1071,2021,Juniper savanna,C,3,2,CHER,2,0.25,2,PF
1072,2021,Juniper savanna,C,3,2,CHER,3,0.05,3,PF
1073,2021,Juniper savanna,D,4,2,CHER,1,0.05,1,PF
1074,2021,Juniper savanna,C,5,2,CHER,1,0.05,1,PF
1075,2021,Juniper savanna,W,6,1,CHER,1,0.25,1,PF
1076,2021,Juniper savanna,W,6,1,CHER,2,0.05,1,PF
1077,2021,Juniper savanna,C,7,1,CHER,1,0.05,1,PF
1078,2021,Juniper savanna,W,9,2,CHER,1,0.05,1,PF
1079,2021,Juniper savanna,W,9,2,CHER,2,0.1,1,PF
1080,2021,Juniper savanna,D,10,2,CHER,1,0.1,2,PF
1081,2021,Juniper savanna,W,1,1,CHRE,1,1,2,A
1082,2021,Juniper savanna,W,1,1,CHRE,2,0.5,6,A
1083,2021,Juniper savanna,W,1,1,CHRE,3,0.25,6,A
1084,2021,Juniper savanna,W,1,1,CHRE,4,0.01,3,A
1085,2021,Juniper savanna,W,1,2,CHRE,1,0.5,3,A
1086,2021,Juniper savanna,W,1,2,CHRE,2,0.1,4,A
1087,2021,Juniper savanna,C,2,1,CHRE,1,0.5,4,A
1088,2021,Juniper savanna,C,2,1,CHRE,2,0.25,5,A
1089,2021,Juniper savanna,C,2,2,CHRE,1,0.25,4,A
1090,2021,Juniper savanna,C,2,2,CHRE,2,0.1,5,A
1091,2021,Juniper savanna,C,3,1,CHRE,1,2,2,A
1092,2021,Juniper savanna,C,3,1,CHRE,2,1,5,A
1093,2021,Juniper savanna,C,3,1,CHRE,3,0.5,5,A
1094,2021,Juniper savanna,C,3,1,CHRE,4,0.25,2,A
1095,2021,Juniper savanna,C,3,2,CHRE,1,2,4,A
1096,2021,Juniper savanna,C,3,2,CHRE,2,1,8,A
1097,2021,Juniper savanna,C,3,2,CHRE,3,0.5,3,A
1098,2021,Juniper savanna,C,3,2,CHRE,4,0.25,4,A
1099,2021,Juniper savanna,C,5,1,CHRE,1,0.5,11,A
1100,2021,Juniper savanna,C,5,1,CHRE,2,0.25,6,A
1101,2021,Juniper savanna,C,5,2,CHRE,1,1,2,A
1102,2021,Juniper savanna,C,5,2,CHRE,1,0.5,6,A
1103,2021,Juniper savanna,C,5,2,CHRE,1,0.25,5,A
1104,2021,Juniper savanna,W,6,1,CHRE,1,0.25,2,A
1105,2021,Juniper savanna,W,6,1,CHRE,2,0.5,3,A
1106,2021,Juniper savanna,W,6,2,CHRE,1,1,3,A
1107,2021,Juniper savanna,W,6,2,CHRE,2,0.5,3,A
1108,2021,Juniper savanna,C,7,2,CHRE,1,2,3,A
1109,2021,Juniper savanna,C,7,2,CHRE,2,1,9,A
1110,2021,Juniper savanna,C,7,2,CHRE,3,0.5,4,A
1111,2021,Juniper savanna,C,7,2,CHRE,4,0.25,3,A
1112,2021,Juniper savanna,C,7,2,CHRE,5,0.1,2,A
1113,2021,Juniper savanna,W,9,1,CHRE,1,0.1,2,A
1114,2021,Juniper savanna,W,9,2,CHRE,1,0.05,2,A
1115,2021,Juniper savanna,W,11,1,CHRE,1,2,2,A
1116,2021,Juniper savanna,W,11,1,CHRE,2,1,3,A
1117,2021,Juniper savanna,W,11,2,CHRE,1,0.1,2,A
1118,2021,Juniper savanna,D,12,1,CHRE,1,0.1,6,A
1119,2021,Juniper savanna,D,12,1,CHRE,2,0.01,1,A
1120,2021,Juniper savanna,D,12,2,CHRE,1,0.25,1,A
1121,2021,Juniper savanna,D,12,2,CHRE,2,0.05,1,A
1122,2021,Juniper savanna,D,4,2,CHSES,1,0.25,2,A
1123,2021,Juniper savanna,D,4,2,CHSES,2,0.1,3,A
1124,2021,Juniper savanna,W,6,2,CHSES,1,0.1,1,A
1125,2021,Juniper savanna,C,7,1,CHSES,1,0.5,2,A
1126,2021,Juniper savanna,C,7,1,CHSES,2,0.1,3,A
1127,2021,Juniper savanna,D,8,1,CHSES,1,0.1,1,A
1128,2021,Juniper savanna,D,8,1,CHSES,2,0.05,4,A
1129,2021,Juniper savanna,W,9,1,CHSES,1,0.05,2,A
1130,2021,Juniper savanna,W,9,2,CHSES,1,0.05,5,A
1131,2021,Juniper savanna,W,9,2,CHSES,2,0.1,1,A
1132,2021,Juniper savanna,W,11,1,CHSES,1,2,1,A
1133,2021,Juniper savanna,W,11,1,CHSES,2,0.5,3,A
1134,2021,Juniper savanna,W,11,2,CHSES,1,0.5,4,A
1135,2021,Juniper savanna,W,11,2,CHSES,2,2,2,A
1136,2021,Juniper savanna,W,11,2,CHSES,3,1,4,A
1137,2021,Juniper savanna,W,11,2,CHSES,4,0.25,2,A
1138,2021,Juniper savanna,W,11,2,CHSES,5,0.1,11,A
1139,2021,Juniper savanna,W,11,2,CHSES,6,0.05,3,A
1140,2021,Juniper savanna,W,1,1,ERNA,1,4,1,S
1141,2021,Juniper savanna,W,1,2,ERNA,1,7,1,S
1142,2021,Juniper savanna,C,2,2,ERNA,1,3,1,S
1143,2021,Juniper savanna,C,2,2,ERNA,2,0.25,1,S
1144,2021,Juniper savanna,C,3,1,ERNA,1,7,1,S
1145,2021,Juniper savanna,D,4,2,ERNA,1,6,1,S
1146,2021,Juniper savanna,C,5,1,ERNA,1,1,1,S
1147,2021,Juniper savanna,D,8,1,ERNA,1,2,1,S
1148,2021,Juniper savanna,D,8,2,ERNA,1,10,1,S
1149,2021,Juniper savanna,W,9,1,ERNA,1,4,1,S
1150,2021,Juniper savanna,W,9,2,ERNA,1,6,1,S
1151,2021,Juniper savanna,D,10,1,ERNA,1,4,1,S
1152,2021,Juniper savanna,D,10,1,ERNA,2,8,1,S
1153,2021,Juniper savanna,D,10,1,ERNA,3,2,1,S
1154,2021,Juniper savanna,D,10,2,ERNA,1,7,1,S
1155,2021,Juniper savanna,D,10,2,ERNA,2,0.5,1,S
1156,2021,Juniper savanna,W,11,1,ERNA,1,6,1,S
1157,2021,Juniper savanna,W,11,1,ERNA,2,4,1,S
1158,2021,Juniper savanna,D,12,2,ERNA,1,4,1,S
1159,2021,Juniper savanna,W,9,2,GLGO,1,0.05,12,PF
1160,2021,Juniper savanna,W,1,2,GUSA,1,1.5,1,S
1161,2021,Juniper savanna,C,3,2,GUSA,1,8,1,S
1162,2021,Juniper savanna,D,4,1,GUSA,1,5,1,S
