"","Year","Site","Treatment","Plot","Quadrat","Species","Obs","Canopy_cover","Height_cm","Count","NPP_g_m2","PFT"
"7088",2018,"ANT","D",12,1,"BOER",2,0.5,"12",3,4.50645,"PG4"
"7089",2018,"ANT","D",12,1,"CHSES",1,0.05,"2",1,0.02315,"A"
"7090",2018,"ANT","D",12,1,"PLJA",1,0.5,"15",3,5.68875,"PG4"
"7091",2018,"ANT","D",12,1,"PLJA",2,0.25,"12",2,1.89625,"PG4"
"7092",2018,"ANT","D",12,1,"PLJA",3,0.1,"8",4,1.517,"PG4"
"7093",2018,"ANT","D",12,2,"BOER",1,2,"19",2,12.0172,"PG4"
"7094",2018,"ANT","D",12,2,"BOER",2,1,"17",1,3.0043,"PG4"
"7095",2018,"ANT","D",12,2,"BOER",3,0.5,"15",3,4.50645,"PG4"
"7096",2018,"ANT","D",12,2,"BOER",4,0.1,"14",1,0.30043,"PG4"
"7097",2018,"ANT","D",12,2,"CHSES",1,0.1,"2",1,0.0463,"A"
"7098",2018,"ANT","D",12,2,"KOAM",1,0.25,"11",2,0.59765,"PF"
"7099",2018,"ANT","D",12,2,"MEMO",1,0.1,"7",2,0.0926,"A"
"7100",2018,"ANT","D",12,2,"PLJA",1,0.25,"15",1,0.948125,"PG4"
"7101",2018,"ANT","D",12,2,"PLJA",2,0.1,"12",2,0.7585,"PG4"
"7102",2018,"ANT","D",12,2,"SATR",1,1,"17",1,0.5162,"A"
"7103",2018,"ANT","W",1,1,"BOER",1,2,"17",1,6.0086,"PG4"
"7104",2018,"ANT","W",1,1,"BOER",2,2.5,"18",1,7.51075,"PG4"
"7105",2018,"ANT","W",1,1,"BOER",3,4,"19",1,12.0172,"PG4"
"7106",2018,"ANT","W",1,1,"BOER",4,1,"15",2,6.0086,"PG4"
"7107",2018,"ANT","W",1,1,"BOER",5,0.5,"10",2,3.0043,"PG4"
"7108",2018,"ANT","W",1,1,"BOER",6,0.25,"8",3,2.253225,"PG4"
"7109",2018,"ANT","W",1,1,"BOER",7,0.5,"10",1,1.50215,"PG4"
"7110",2018,"ANT","W",1,1,"BOER",8,0.1,"7",2,0.60086,"PG4"
"7111",2018,"ANT","W",1,1,"CHSES",1,0.05,"2",10,0.2315,"A"
"7112",2018,"ANT","W",1,1,"CHSES",2,0.01,"1",14,0.06482,"A"
"7113",2018,"ANT","W",1,1,"CHSES",3,0.05,"2",4,0.0926,"A"
"7114",2018,"ANT","W",1,1,"MEMO",1,0.1,"4",2,0.0926,"A"
"7115",2018,"ANT","W",1,1,"PLJA",1,2,"21",2,15.17,"PG4"
"7116",2018,"ANT","W",1,1,"PLJA",2,1.5,"20",1,5.68875,"PG4"
"7117",2018,"ANT","W",1,1,"PLJA",3,0.5,"17",3,5.68875,"PG4"
"7118",2018,"ANT","W",1,1,"PLJA",4,0.25,"15",1,0.948125,"PG4"
"7119",2018,"ANT","W",1,2,"BOER",1,2,"16",1,6.0086,"PG4"
"7120",2018,"ANT","W",1,2,"BOER",2,1,"14",4,12.0172,"PG4"
"7121",2018,"ANT","W",1,2,"BOER",3,0.5,"10",5,7.51075,"PG4"
"7122",2018,"ANT","W",1,2,"BOER",4,0.25,"8",2,1.50215,"PG4"
"7123",2018,"ANT","W",1,2,"CHSES",1,0.1,"4",7,0.3241,"A"
"7124",2018,"ANT","W",1,2,"CHSES",2,0.25,"3",2,0.2315,"A"
"7125",2018,"ANT","W",1,2,"CHSES",3,0.05,"2",5,0.11575,"A"
"7126",2018,"ANT","W",1,2,"CHSES",4,0.01,"1",2,0.00926,"A"
"7127",2018,"ANT","W",1,2,"MEMO",1,0.1,"4",2,0.0926,"A"
"7128",2018,"ANT","W",1,2,"PLJA",1,2,"19",2,15.17,"PG4"
"7129",2018,"ANT","W",1,2,"PLJA",2,1,"17",1,3.7925,"PG4"
"7130",2018,"ANT","W",1,2,"PLJA",3,0.5,"12",3,5.68875,"PG4"
"7131",2018,"ANT","W",1,2,"ROAM",1,0.25,"13",5,0.64525,"PG4"
"7132",2018,"ANT","W",1,2,"ROAM",2,0.1,"9",5,0.2581,"PG4"
"7133",2018,"ANT","W",1,2,"ROAM",3,0.05,"4",7,0.18067,"PG4"
"7134",2018,"ANT","W",1,2,"UKFO",1,0.1,"10",1,0.0463,"A"
"7135",2018,"ANT","W",2,1,"BOER",1,2.5,"15",1,7.51075,"PG4"
"7136",2018,"ANT","W",2,1,"BOER",2,1,"12",2,6.0086,"PG4"
"7137",2018,"ANT","W",2,1,"BOER",3,0.5,"10",3,4.50645,"PG4"
"7138",2018,"ANT","W",2,1,"BOER",4,1,"12",1,3.0043,"PG4"
"7139",2018,"ANT","W",2,1,"CHRE",1,1,"10",4,1.852,"A"
"7140",2018,"ANT","W",2,1,"CHRE",2,1.5,"12",1,0.6945,"A"
"7141",2018,"ANT","W",2,1,"CHRE",3,0.5,"6",2,0.463,"A"
"7142",2018,"ANT","W",2,1,"CHRE",4,0.1,"4",2,0.0926,"A"
"7143",2018,"ANT","W",2,1,"CHSES",1,1.5,"5",9,6.2505,"A"
"7144",2018,"ANT","W",2,1,"CHSES",2,1,"4",3,1.389,"A"
"7145",2018,"ANT","W",2,1,"CHSES",3,0.5,"4",5,1.1575,"A"
"7146",2018,"ANT","W",2,1,"CHSES",4,0.25,"3",4,0.463,"A"
"7147",2018,"ANT","W",2,1,"CHSES",5,0.1,"2",3,0.1389,"A"
"7148",2018,"ANT","W",2,1,"CHSES",6,0.05,"1",5,0.11575,"A"
"7149",2018,"ANT","W",2,1,"PLJA",1,3,"20",2,22.755,"PG4"
"7150",2018,"ANT","W",2,1,"PLJA",2,2,"21",2,15.17,"PG4"
"7151",2018,"ANT","W",2,1,"PLJA",3,1,"18",2,7.585,"PG4"
"7152",2018,"ANT","W",2,1,"PLJA",4,0.5,"12",3,5.68875,"PG4"
"7153",2018,"ANT","W",2,1,"PLJA",5,0.25,"10",2,1.89625,"PG4"
"7154",2018,"ANT","W",2,1,"PLJA",5,0.1,"10",3,1.13775,"PG4"
"7155",2018,"ANT","W",2,2,"BOER",1,6,"23",1,18.0258,"PG4"
"7156",2018,"ANT","W",2,2,"BOER",2,4,"22",1,12.0172,"PG4"
"7157",2018,"ANT","W",2,2,"BOER",3,3,"19",1,9.0129,"PG4"
"7158",2018,"ANT","W",2,2,"BOER",4,2,"17",1,6.0086,"PG4"
"7159",2018,"ANT","W",2,2,"BOER",5,1,"12",2,6.0086,"PG4"
"7160",2018,"ANT","W",2,2,"BOER",6,0.05,"7",2,0.30043,"PG4"
"7161",2018,"ANT","W",2,2,"CHRE",1,1,"13",1,0.463,"A"
"7162",2018,"ANT","W",2,2,"CHRE",2,0.5,"10",3,0.6945,"A"
"7163",2018,"ANT","W",2,2,"CHSES",1,1.5,"5",1,0.6945,"A"
"7164",2018,"ANT","W",2,2,"CHSES",2,1,"4",5,2.315,"A"
"7165",2018,"ANT","W",2,2,"CHSES",3,0.5,"3",7,1.6205,"A"
"7166",2018,"ANT","W",2,2,"CHSES",4,0.25,"2",2,0.2315,"A"
"7167",2018,"ANT","W",2,2,"CHSES",5,0.1,"2",3,0.1389,"A"
"7168",2018,"ANT","W",2,2,"CHSES",6,0.05,"1",3,0.06945,"A"
"7169",2018,"ANT","W",2,2,"PLJA",1,1,"22",2,7.585,"PG4"
"7170",2018,"ANT","W",2,2,"PLJA",2,0.5,"18",3,5.68875,"PG4"
"7171",2018,"ANT","W",2,2,"PLJA",3,0.1,"10",4,1.517,"PG4"
"7172",2018,"ANT","W",2,2,"SATR",1,0.25,"10",2,0.2581,"A"
"7173",2018,"ANT","W",5,1,"BOER",1,6,"23",1,18.0258,"PG4"
"7174",2018,"ANT","W",5,1,"BOER",2,5,"19",1,15.0215,"PG4"
"7175",2018,"ANT","W",5,1,"BOER",3,2,"16",2,12.0172,"PG4"
"7176",2018,"ANT","W",5,1,"BOER",4,1,"14",2,6.0086,"PG4"
"7177",2018,"ANT","W",5,1,"CHRE",1,0.1,"7",2,0.0926,"A"
"7178",2018,"ANT","W",5,1,"CHSES",1,0.1,"5",4,0.1852,"A"
"7179",2018,"ANT","W",5,1,"MEMO",1,0.1,"5",2,0.0926,"A"
"7180",2018,"ANT","W",5,1,"PLJA",1,1.5,"17",1,5.68875,"PG4"
"7181",2018,"ANT","W",5,1,"PLJA",2,1,"18",3,11.3775,"PG4"
"7182",2018,"ANT","W",5,1,"PLJA",3,0.5,"13",2,3.7925,"PG4"
"7183",2018,"ANT","W",5,2,"BOER",1,8,"26",1,24.0344,"PG4"
"7184",2018,"ANT","W",5,2,"BOER",2,2,"22",1,6.0086,"PG4"
"7185",2018,"ANT","W",5,2,"BOER",3,1,"16",3,9.0129,"PG4"
"7186",2018,"ANT","W",5,2,"BOER",4,1.5,"17",1,4.50645,"PG4"
"7187",2018,"ANT","W",5,2,"BOER",5,0.5,"12",3,4.50645,"PG4"
"7188",2018,"ANT","W",5,2,"CHRE",1,0.1,"5",1,0.0463,"A"
"7189",2018,"ANT","W",5,2,"CHRE",2,0.05,"3",2,0.0463,"A"
"7190",2018,"ANT","W",5,2,"CHSES",1,0.05,"1",2,0.0463,"A"
"7191",2018,"ANT","W",5,2,"PLJA",1,2,"23",2,15.17,"PG4"
"7192",2018,"ANT","W",5,2,"PLJA",2,1,"20",1,3.7925,"PG4"
"7193",2018,"ANT","W",5,2,"PLJA",3,0.5,"16",3,5.68875,"PG4"
"7194",2018,"ANT","W",11,1,"BOER",1,3,"18",2,18.0258,"PG4"
"7195",2018,"ANT","W",11,1,"BOER",2,4,"19",1,12.0172,"PG4"
"7196",2018,"ANT","W",11,1,"BOER",3,2,"18",2,12.0172,"PG4"
"7197",2018,"ANT","W",11,1,"BOER",4,1,"14",2,6.0086,"PG4"
"7198",2018,"ANT","W",11,1,"CHRE",1,0.25,"5",1,0.11575,"A"
"7199",2018,"ANT","W",11,1,"CHSES",1,0.1,"4",1,0.0463,"A"
"7200",2018,"ANT","W",11,1,"CHSES",2,0.25,"4",1,0.11575,"A"
"7201",2018,"ANT","W",11,1,"CHSES",3,0.05,"1",2,0.0463,"A"
"7202",2018,"ANT","W",11,1,"PLJA",1,1,"22",3,11.3775,"PG4"
"7203",2018,"ANT","W",11,1,"PLJA",2,0.5,"16",4,7.585,"PG4"
"7204",2018,"ANT","W",11,1,"SATR",1,0.1,"5",1,0.05162,"A"
"7205",2018,"ANT","W",11,2,"BOER",1,5,"26",3,45.0645,"PG4"
"7206",2018,"ANT","W",11,2,"BOER",2,3,"25",1,9.0129,"PG4"
"7207",2018,"ANT","W",11,2,"BOER",3,2,"22",2,12.0172,"PG4"
"7208",2018,"ANT","W",11,2,"BOER",4,1,"18",3,9.0129,"PG4"
"7209",2018,"ANT","W",11,2,"CHSES",1,0.1,"3",1,0.0463,"A"
"7210",2018,"ANT","W",11,2,"CHSES",2,0.05,"1",2,0.0463,"A"
"7211",2018,"ANT","W",11,2,"MEMO",1,0.1,"9",4,0.1852,"A"
"7212",2018,"ANT","W",11,2,"MEMO",2,0.05,"6",2,0.0463,"A"
"7213",2018,"ANT","W",11,2,"PLJA",1,0.5,"23",1,1.89625,"PG4"
"7214",2018,"ANT","W",11,2,"PLJA",2,0.25,"17",2,1.89625,"PG4"
"7215",2018,"ARB","C",2,1,"ACMI",1,0.25,"8",2,0.52155,"PF"
"7216",2018,"ARB","C",2,1,"ACMI",2,0.1,"5",10,1.0431,"PF"
"7217",2018,"ARB","C",2,1,"ACMI",3,0.05,"3",16,0.83448,"PF"
"7218",2018,"ARB","C",2,1,"ANRO",1,1,"2",2,4.2564,"PF"
"7219",2018,"ARB","C",2,1,"ANRO",2,0.5,"1",3,3.1923,"PF"
"7220",2018,"ARB","C",2,1,"ANRO",3,0.1,"1",3,0.63846,"PF"
"7221",2018,"ARB","C",2,1,"ARCA",1,0.1,"12",5,0.85665,"PF"
"7222",2018,"ARB","C",2,1,"ARCA",2,0.05,"4",6,0.51399,"PF"
"7223",2018,"ARB","C",2,1,"ARCA",3,0.01,"2",2,0.034266,"PF"
"7224",2018,"ARB","C",2,1,"ASHU",1,0.5,"5",2,0.09,"PF"
"7225",2018,"ARB","C",2,1,"ASHU",2,0.1,"3",4,0.036,"PF"
"7226",2018,"ARB","C",2,1,"ASHU",3,0.75,"5",1,0.0675,"PF"
"7227",2018,"ARB","C",2,1,"CASP",1,0.1,"4",1,0.052,"PF"
"7228",2018,"ARB","C",2,1,"COAR",1,0.1,"6",1,0.052,"PF"
"7229",2018,"ARB","C",2,1,"COAR",2,0.05,"4",2,0.052,"PF"
"7230",2018,"ARB","C",2,1,"ELEL",1,1,"17",2,3.0248,"PG3"
"7231",2018,"ARB","C",2,1,"ELEL",2,0.5,"14",4,3.0248,"PG3"
"7232",2018,"ARB","C",2,1,"ELEL",3,0.1,"10",6,0.90744,"PG3"
"7233",2018,"ARB","C",2,1,"FEAR",1,4,"27",1,10.434,"PG3"
"7234",2018,"ARB","C",2,1,"FEAR",2,3,"24",1,7.8255,"PG3"
"7235",2018,"ARB","C",2,1,"FEAR",3,2,"23",1,5.217,"PG3"
"7236",2018,"ARB","C",2,1,"FEAR",4,1,"19",1,2.6085,"PG3"
"7237",2018,"ARB","C",2,1,"FEAR",5,0.5,"15",2,2.6085,"PG3"
"7238",2018,"ARB","C",2,1,"LILE",1,0.05,"4",1,0.074205,"PF"
"7239",2018,"ARB","C",2,1,"LILE",2,0.01,"2",2,0.029682,"PF"
"7240",2018,"ARB","C",2,1,"MUMO",1,1,"19",5,19.452,"PG4"
"7241",2018,"ARB","C",2,1,"MUMO",2,0.5,"17",11,21.3972,"PG4"
"7242",2018,"ARB","C",2,1,"MUMO",3,0.1,"15",8,3.11232,"PG4"
"7243",2018,"ARB","C",2,1,"MURI",1,0.5,"21",1,4.18865,"PG4"
"7244",2018,"ARB","C",2,1,"MURI",2,0.25,"18",3,6.282975,"PG4"
"7245",2018,"ARB","C",2,1,"MURI",3,0.1,"14",2,1.67546,"PG4"
"7246",2018,"ARB","C",2,1,"POHI",1,1.5,"7",2,3.4971,"PF"
"7247",2018,"ARB","C",2,1,"POHI",2,1,"7",4,4.6628,"PF"
"7248",2018,"ARB","C",2,1,"POHI",3,0.5,"6",3,1.74855,"PF"
"7249",2018,"ARB","C",2,1,"POHI",4,0.1,"4",2,0.23314,"PF"
"7250",2018,"ARB","C",2,1,"PSMO",1,0.5,"18",3,1.3107,"PF"
"7251",2018,"ARB","C",2,1,"PSMO",2,0.25,"12",2,0.4369,"PF"
"7252",2018,"ARB","C",2,2,"ACMI",1,0.25,"7",3,0.782325,"PF"
"7253",2018,"ARB","C",2,2,"ACMI",2,0.1,"6",19,1.98189,"PF"
"7254",2018,"ARB","C",2,2,"ACMI",3,0.5,"10",1,0.52155,"PF"
"7255",2018,"ARB","C",2,2,"ACMI",4,0.05,"4",17,0.886635,"PF"
"7256",2018,"ARB","C",2,2,"ALGE",1,0.05,"8",2,0.17933,"PF"
"7257",2018,"ARB","C",2,2,"ANRO",1,3,"2",1,6.3846,"PF"
"7258",2018,"ARB","C",2,2,"ANRO",2,1,"2",6,12.7692,"PF"
"7259",2018,"ARB","C",2,2,"ANRO",3,0.5,"1",11,11.7051,"PF"
"7260",2018,"ARB","C",2,2,"ANRO",4,0.25,"1",9,4.78845,"PF"
"7261",2018,"ARB","C",2,2,"ANRO",5,0.1,"1",6,1.27692,"PF"
"7262",2018,"ARB","C",2,2,"ARCA",1,0.1,"14",2,0.34266,"PF"
"7263",2018,"ARB","C",2,2,"ARCA",2,0.05,"7",9,0.770985,"PF"
"7264",2018,"ARB","C",2,2,"ARFE",1,1,"5",1,1.2824,"PF"
"7265",2018,"ARB","C",2,2,"ASHU",1,0.25,"5",3,0.0675,"PF"
"7266",2018,"ARB","C",2,2,"ASHU",2,0.1,"3",2,0.018,"PF"
"7267",2018,"ARB","C",2,2,"BLTR",1,1,"23",1,2.2953,"PG4"
"7268",2018,"ARB","C",2,2,"BLTR",2,0.5,"16",2,2.2953,"PG4"
"7269",2018,"ARB","C",2,2,"BLTR",3,0.1,"12",4,0.91812,"PG4"
"7270",2018,"ARB","C",2,2,"BOGR",1,0.25,"17",1,0.592725,"PG4"
"7271",2018,"ARB","C",2,2,"BOGR",2,0.25,"12",1,0.47418,"PG4"
"7272",2018,"ARB","C",2,2,"CASP",1,0.1,"4",1,0.052,"PF"
"7273",2018,"ARB","C",2,2,"CASP",2,0.05,"2",1,0.026,"PF"
"7274",2018,"ARB","C",2,2,"FEAR",1,2,"28",1,5.217,"PG3"
"7275",2018,"ARB","C",2,2,"FEAR",2,1,"23",4,10.434,"PG3"
"7276",2018,"ARB","C",2,2,"FEAR",3,0.5,"16",5,6.52125,"PG3"
"7277",2018,"ARB","C",2,2,"FEAR",4,0.25,"14",3,1.956375,"PG3"
"7278",2018,"ARB","C",2,2,"FEAR",5,0.1,"12",2,0.5217,"PG3"
"7279",2018,"ARB","C",2,2,"LILE",1,0.05,"8",2,0.14841,"PF"
"7280",2018,"ARB","C",2,2,"MUMO",1,1,"22",4,15.5616,"PG4"
"7281",2018,"ARB","C",2,2,"MUMO",2,0.5,"19",2,3.8904,"PG4"
"7282",2018,"ARB","C",2,2,"MUMO",3,1.5,"20",1,5.8356,"PG4"
"7283",2018,"ARB","C",2,2,"MUMO",4,0.1,"15",2,0.77808,"PG4"
"7284",2018,"ARB","C",2,2,"MURI",1,0.5,"22",3,12.56595,"PG4"
"7285",2018,"ARB","C",2,2,"MURI",2,0.1,"18",3,2.51319,"PG4"
"7286",2018,"ARB","C",2,2,"POHI",1,1,"9",2,2.3314,"PF"
"7287",2018,"ARB","C",2,2,"POHI",2,1.5,"10",1,1.74855,"PF"
"7288",2018,"ARB","C",2,2,"POHI",3,0.5,"6",5,2.91425,"PF"
"7289",2018,"ARB","C",2,2,"POHI",4,0.1,"4",10,1.1657,"PF"
"7290",2018,"ARB","C",2,2,"PSMO",1,0.25,"12",1,0.21845,"PF"
"7291",2018,"ARB","C",2,2,"PSMO",2,0.1,"9",3,0.26214,"PF"
"7292",2018,"ARB","C",5,1,"ACMI",1,0.25,"10",1,0.260775,"PF"
"7293",2018,"ARB","C",5,1,"ACMI",2,0.1,"8",6,0.62586,"PF"
"7294",2018,"ARB","C",5,1,"ACMI",3,0.05,"6",10,0.52155,"PF"
"7295",2018,"ARB","C",5,1,"ARCA",1,0.1,"12",4,0.68532,"PF"
"7296",2018,"ARB","C",5,1,"ARCA",2,0.05,"8",7,0.599655,"PF"
"7297",2018,"ARB","C",5,1,"ARCA",3,0.25,"13",1,0.428325,"PF"
"7298",2018,"ARB","C",5,1,"ARFE",1,0.1,"5",2,0.25648,"PF"
"7299",2018,"ARB","C",5,1,"ASHU",1,0.01,"2",1,9e-04,"PF"
"7300",2018,"ARB","C",5,1,"BLTR",1,1,"24",3,6.8859,"PG4"
"7301",2018,"ARB","C",5,1,"BLTR",2,0.5,"16",2,2.2953,"PG4"
"7302",2018,"ARB","C",5,1,"BLTR",3,0.25,"12",3,1.721475,"PG4"
"7303",2018,"ARB","C",5,1,"ELEL",1,0.5,"19",4,3.0248,"PG3"
"7304",2018,"ARB","C",5,1,"ELEL",2,0.25,"16",4,1.5124,"PG3"
"7305",2018,"ARB","C",5,1,"ERFL",1,0.05,"3",1,0.06748,"A"
"7306",2018,"ARB","C",5,1,"ERFL",2,0.01,"1",4,0.053984,"A"
"7307",2018,"ARB","C",5,1,"FEAR",1,4,"31",2,20.868,"PG3"
"7308",2018,"ARB","C",5,1,"FEAR",2,3,"29",2,15.651,"PG3"
"7309",2018,"ARB","C",5,1,"FEAR",3,2,"28",2,10.434,"PG3"
"7310",2018,"ARB","C",5,1,"FEAR",4,1,"26",3,7.8255,"PG3"
"7311",2018,"ARB","C",5,1,"FEAR",5,0.5,"25",3,3.91275,"PG3"
"7312",2018,"ARB","C",5,1,"MUMO",1,0.5,"22",3,5.8356,"PG4"
"7313",2018,"ARB","C",5,1,"MUMO",2,0.25,"18",6,5.8356,"PG4"
"7314",2018,"ARB","C",5,1,"MUMO",3,0.1,"12",3,1.16712,"PG4"
"7315",2018,"ARB","C",5,1,"POHI",1,1.5,"10",2,3.4971,"PF"
"7316",2018,"ARB","C",5,1,"POHI",2,1,"7",4,4.6628,"PF"
"7317",2018,"ARB","C",5,1,"POHI",3,0.5,"5",4,2.3314,"PF"
"7318",2018,"ARB","C",5,1,"POHI",4,0.25,"5",2,0.58285,"PF"
"7319",2018,"ARB","C",5,1,"POHI",5,0.05,"3",5,0.291425,"PF"
"7320",2018,"ARB","C",5,1,"PSMO",1,0.05,"5",1,0.04369,"PF"
"7321",2018,"ARB","C",5,2,"ACMI",1,0.25,"11",1,0.260775,"PF"
"7322",2018,"ARB","C",5,2,"ACMI",2,0.1,"8",7,0.73017,"PF"
"7323",2018,"ARB","C",5,2,"ACMI",3,0.05,"6",14,0.73017,"PF"
"7324",2018,"ARB","C",5,2,"ANRO",1,0.05,"2",1,0.10641,"PF"
"7325",2018,"ARB","C",5,2,"ARCA",1,0.1,"9",3,0.51399,"PF"
"7326",2018,"ARB","C",5,2,"ARCA",2,0.05,"5",4,0.34266,"PF"
"7327",2018,"ARB","C",5,2,"ARFE",1,0.1,"4",1,0.12824,"PF"
"7328",2018,"ARB","C",5,2,"BLTR",1,1,"1",1,2.2953,"PG4"
"7329",2018,"ARB","C",5,2,"CASP",1,0.25,"5",1,0.13,"PF"
"7330",2018,"ARB","C",5,2,"ELEL",1,1,"19",1,1.5124,"PG3"
"7331",2018,"ARB","C",5,2,"ELEL",2,0.5,"16",2,1.5124,"PG3"
"7332",2018,"ARB","C",5,2,"ELEL",3,0.25,"14",4,1.5124,"PG3"
"7333",2018,"ARB","C",5,2,"ELEL",4,0.1,"12",5,0.7562,"PG3"
"7334",2018,"ARB","C",5,2,"FEAR",1,2,"27",5,26.085,"PG3"
"7335",2018,"ARB","C",5,2,"FEAR",2,1,"24",5,13.0425,"PG3"
"7336",2018,"ARB","C",5,2,"FEAR",3,0.5,"20",6,7.8255,"PG3"
"7337",2018,"ARB","C",5,2,"MUMO",1,1,"23",1,3.8904,"PG4"
"7338",2018,"ARB","C",5,2,"MUMO",2,0.5,"20",4,7.7808,"PG4"
"7339",2018,"ARB","C",5,2,"MUMO",3,0.25,"18",5,4.863,"PG4"
"7340",2018,"ARB","C",5,2,"MUMO",4,0.1,"14",3,1.16712,"PG4"
"7341",2018,"ARB","C",5,2,"POHI",1,1.5,"7",2,3.4971,"PF"
"7342",2018,"ARB","C",5,2,"POHI",2,1,"6",4,4.6628,"PF"
"7343",2018,"ARB","C",5,2,"POHI",3,0.5,"4",7,4.07995,"PF"
"7344",2018,"ARB","C",5,2,"POHI",4,0.25,"4",3,0.874275,"PF"
"7345",2018,"ARB","C",6,1,"ACMI",1,0.1,"9",5,0.52155,"PF"
"7346",2018,"ARB","C",6,1,"ACMI",2,0.05,"5",11,0.573705,"PF"
"7347",2018,"ARB","C",6,1,"ANRO",1,1,"2",1,2.1282,"PF"
"7348",2018,"ARB","C",6,1,"ANRO",2,0.5,"1",2,2.1282,"PF"
"7349",2018,"ARB","C",6,1,"ANRO",3,0.25,"1",4,2.1282,"PF"
"7350",2018,"ARB","C",6,1,"ARCA",1,0.1,"10",10,1.7133,"PF"
"7351",2018,"ARB","C",6,1,"ARCA",2,0.05,"6",6,0.51399,"PF"
"7352",2018,"ARB","C",6,1,"ASHU",1,0.05,"2",3,0.0135,"PF"
"7353",2018,"ARB","C",6,1,"BLTR",1,0.25,"14",1,0.573825,"PG4"
"7354",2018,"ARB","C",6,1,"BOGR",1,0.25,"17",1,0.592725,"PG4"
"7355",2018,"ARB","C",6,1,"BOGR",2,0.1,"12",4,0.94836,"PG4"
"7356",2018,"ARB","C",6,1,"ELEL",1,1,"22",1,1.5124,"PG3"
"7357",2018,"ARB","C",6,1,"ELEL",2,0.5,"20",3,2.2686,"PG3"
"7358",2018,"ARB","C",6,1,"ELEL",3,0.25,"14",2,0.7562,"PG3"
"7359",2018,"ARB","C",6,1,"ERRA",1,0.1,"4",1,0.13488,"PF"
"7360",2018,"ARB","C",6,1,"FEAR",1,4,"28",1,10.434,"PG3"
"7361",2018,"ARB","C",6,1,"FEAR",2,2,"26",2,10.434,"PG3"
"7362",2018,"ARB","C",6,1,"FEAR",3,1,"21",4,10.434,"PG3"
"7363",2018,"ARB","C",6,1,"MUMO",1,1,"21",1,3.8904,"PG4"
"7364",2018,"ARB","C",6,1,"MUMO",2,0.5,"18",5,9.726,"PG4"
"7365",2018,"ARB","C",6,1,"MUMO",3,0.25,"14",6,5.8356,"PG4"
"7366",2018,"ARB","C",6,1,"MURI",1,0.25,"18",2,4.18865,"PG4"
"7367",2018,"ARB","C",6,1,"POHI",1,1,"8",2,2.3314,"PF"
"7368",2018,"ARB","C",6,1,"POHI",2,0.5,"7",3,1.74855,"PF"
"7369",2018,"ARB","C",6,1,"POHI",3,0.25,"6",3,0.874275,"PF"
"7370",2018,"ARB","C",6,2,"ACMI",1,0.25,"11",5,1.303875,"PF"
"7371",2018,"ARB","C",6,2,"ACMI",2,0.1,"9",19,1.98189,"PF"
"7372",2018,"ARB","C",6,2,"ACMI",3,0.05,"6",21,1.095255,"PF"
"7373",2018,"ARB","C",6,2,"ANRO",1,0.1,"1",5,1.0641,"PF"
"7374",2018,"ARB","C",6,2,"ANRO",2,0.05,"1",9,0.95769,"PF"
"7375",2018,"ARB","C",6,2,"ARCA",1,0.25,"17",3,1.284975,"PF"
"7376",2018,"ARB","C",6,2,"ARCA",2,0.1,"12",10,1.7133,"PF"
"7377",2018,"ARB","C",6,2,"ASHU",1,0.05,"3",1,0.0045,"PF"
"7378",2018,"ARB","C",6,2,"ASHU",2,0.1,"5",2,0.018,"PF"
"7379",2018,"ARB","C",6,2,"BLTR",1,1,"19",3,6.8859,"PG4"
"7380",2018,"ARB","C",6,2,"BLTR",2,0.5,"16",11,12.62415,"PG4"
"7381",2018,"ARB","C",6,2,"BLTR",3,0.25,"14",12,6.8859,"PG4"
"7382",2018,"ARB","C",6,2,"BOGR",1,0.5,"15",1,1.18545,"PG4"
"7383",2018,"ARB","C",6,2,"BOGR",2,0.25,"10",5,2.963625,"PG4"
"7384",2018,"ARB","C",6,2,"ELEL",1,0.5,"19",4,3.0248,"PG3"
"7385",2018,"ARB","C",6,2,"ELEL",2,1,"16",1,1.5124,"PG3"
"7386",2018,"ARB","C",6,2,"FEAR",1,4,"25",1,10.434,"PG3"
"7387",2018,"ARB","C",6,2,"FEAR",2,2,"23",4,20.868,"PG3"
"7388",2018,"ARB","C",6,2,"FEAR",3,1,"20",2,5.217,"PG3"
"7389",2018,"ARB","C",6,2,"POHI",1,0.5,"6",3,1.74855,"PF"
"7390",2018,"ARB","C",6,2,"POHI",2,0.75,"8",1,0.874275,"PF"
"7391",2018,"ARB","C",6,2,"POHI",3,0.25,"5",2,0.58285,"PF"
"7392",2018,"ARB","C",11,1,"ACMI",1,0.25,"9",6,1.56465,"PF"
"7393",2018,"ARB","C",11,1,"ACMI",2,0.1,"8",14,1.46034,"PF"
"7394",2018,"ARB","C",11,1,"ACMI",3,0.05,"4",21,1.095255,"PF"
"7395",2018,"ARB","C",11,1,"ANRO",1,0.25,"2",2,1.0641,"PF"
"7396",2018,"ARB","C",11,1,"ARCA",1,0.25,"14",3,1.284975,"PF"
"7397",2018,"ARB","C",11,1,"ARCA",2,0.1,"9",12,2.05596,"PF"
"7398",2018,"ARB","C",11,1,"ARCA",3,0.5,"17",1,0.85665,"PF"
"7399",2018,"ARB","C",11,1,"ARFE",1,0.25,"4",1,0.3206,"PF"
"7400",2018,"ARB","C",11,1,"FEAR",1,4,"35",1,10.434,"PG3"
"7401",2018,"ARB","C",11,1,"FEAR",2,2,"21",3,15.651,"PG3"
